Symbol,Name,Asset Type,Total Score (%),Current Ratio (Value),Current Ratio (Strength %),Short Ratio (Value),Short Ratio (Strength %),Debt to Equity (Value),Debt to Equity (Strength %),Dividend Yield (Value),Dividend Yield (Strength %),EBITDA Margin (Value),EBITDA Margin (Strength %),EV/EBITDA (Value),EV/EBITDA (Strength %),Forward P/E Ratio (Value),Forward P/E Ratio (Strength %),Insider Ownership (Value),Insider Ownership (Strength %),Institutional Ownership (Value),Institutional Ownership (Strength %),Trailing P/E Ratio (Value),Trailing P/E Ratio (Strength %),PEG Ratio (Value),PEG Ratio (Strength %),Price to Book (Value),Price to Book (Strength %),Profit Margin (Value),Profit Margin (Strength %),Analyst Recommendation (Value),Analyst Recommendation (Strength %),Return on Equity (Value),Return on Equity (Strength %),Revenue Growth (Value),Revenue Growth (Strength %),Short % of Float (Value),Short % of Float (Strength %)
TRGP,Targa Resources Corp.,STOCK,41.29,0.67x,3,3.17x,81,548.63x,0,1.76%,29,28.46%,92,14.31x,1,20.82x,0,1.39%,40,95.97%,99,28.39x,0,1.25x,66,16.88x,0,11.29%,45,Strong Buy (1.41),89,51.38%,100,-7.90%,2,2.54%,94
TRI,Thomson Reuters Corporation,STOCK,46.95,0.64x,2,7.27x,9,20.04x,88,2.94%,63,28.00%,91,19.83x,29,17.69x,85,70.59%,0,27.46%,10,27.06x,71,6.25x,0,3.36x,37,20.09%,80,Buy (1.78),80,12.40%,49,5.20%,51,N/A,N/A
TRMB,Trimble Inc.,STOCK,54.53,1.08x,18,2.83x,85,26.75x,93,N/A,N/A,22.80%,25,20.81x,88,16.61x,97,0.40%,34,101.38%,99,38.16x,67,3.77x,0,2.72x,98,11.82%,47,Strong Buy (1.31),91,7.32%,12,-1.40%,13,2.56%,94
TROW,"T. Rowe Price Group, Inc.",STOCK,64.72,6.23x,100,8.93x,2,3.89x,74,5.13%,96,38.88%,100,7.17x,98,10.64x,96,1.78%,42,86.48%,97,10.97x,90,12.29x,0,2.04x,62,28.53%,100,Hold (3.38),15,18.79%,99,6.00%,57,12.89%,12
TRV,"The Travelers Companies, Inc.",STOCK,62.55,0.34x,1,2.97x,83,28.98x,94,1.65%,27,21.61%,62,6.31x,99,10.66x,96,0.27%,34,90.26%,98,9.07x,97,2.36x,2,2.02x,63,15.54%,62,Hold (2.59),45,25.27%,100,1.00%,24,2.15%,95
TSCO,Tractor Supply Company,STOCK,58.72,1.38x,48,4.80x,49,254.95x,0,2.69%,56,12.47%,10,12.79x,86,15.37x,90,0.24%,34,99.49%,99,17.57x,92,1.49x,42,7.28x,0,6.91%,28,Buy (2.00),73,45.50%,100,3.60%,40,5.98%,76
TSLA,"Tesla, Inc.",STOCK,38.70,2.04x,96,1.07x,97,18.74x,87,N/A,N/A,11.33%,7,125.66x,0,149.36x,0,11.12%,93,44.64%,37,344.25x,0,5.14x,0,17.29x,0,3.95%,16,Buy (2.34),58,4.90%,5,15.80%,96,2.13%,95
TSN,"Tyson Foods, Inc.",STOCK,56.51,1.53x,66,3.21x,80,46.04x,100,3.21%,70,4.69%,1,11.45x,87,14.45x,92,2.62%,47,92.82%,99,113.59x,0,1.04x,85,1.24x,93,0.36%,1,Buy (2.40),55,1.26%,1,5.10%,51,3.19%,92
TT,Trane Technologies plc,STOCK,48.13,1.25x,32,2.74x,86,63.25x,98,0.86%,13,19.76%,48,26.41x,3,28.82x,36,0.27%,34,89.69%,98,37.04x,32,2.39x,2,12.54x,0,13.69%,55,Buy (2.23),63,36.96%,100,5.60%,54,1.66%,96
TTD,"The Trade Desk, Inc.",STOCK,73.93,1.61x,74,3.61x,74,17.56x,86,N/A,N/A,23.83%,76,14.70x,75,9.73x,97,2.26%,44,84.19%,97,25.71x,76,0.92x,93,4.43x,11,15.31%,61,Buy (2.24),62,16.32%,82,14.30%,94,19.84%,1
TTWO,"Take-Two Interactive Software, Inc.",STOCK,43.70,1.14x,22,3.30x,79,100.45x,70,N/A,N/A,12.55%,10,49.50x,0,27.14x,44,1.36%,39,95.22%,99,N/A,N/A,2.24x,4,11.32x,0,-60.45%,0,Strong Buy (1.25),92,-86.22%,0,24.90%,100,3.68%,90
TXN,Texas Instruments Incorporated,STOCK,74.51,4.46x,100,2.98x,83,83.74x,85,2.11%,39,46.99%,99,29.34x,63,29.49x,75,0.29%,34,90.89%,98,46.07x,35,1.57x,35,14.62x,92,29.11%,100,Buy (2.30),60,32.35%,100,18.60%,98,2.12%,95
TXT,Textron Inc.,STOCK,74.30,1.97x,94,3.26x,79,54.38x,100,0.09%,6,11.15%,7,10.76x,93,12.13x,95,0.71%,36,90.99%,98,17.28x,93,1.12x,78,1.96x,82,6.22%,25,Buy (2.41),54,12.24%,47,15.60%,96,3.09%,92
TYL,"Tyler Technologies, Inc.",STOCK,54.73,1.05x,15,3.37x,78,17.36x,86,N/A,N/A,18.64%,11,32.33x,51,23.81x,90,0.49%,35,102.70%,99,46.95x,32,1.71x,24,3.93x,97,13.53%,54,Buy (1.64),84,8.90%,20,6.30%,59,4.50%,86
UAL,"United Airlines Holdings, Inc.",STOCK,66.47,0.70x,3,1.72x,94,195.08x,5,N/A,N/A,13.04%,11,5.91x,99,6.52x,98,0.63%,36,90.42%,98,8.22x,98,6.50x,0,1.89x,84,6.06%,24,Strong Buy (1.35),91,25.73%,99,10.60%,84,4.43%,86
UBER,"Uber Technologies, Inc.",STOCK,72.78,1.14x,21,3.66x,73,43.81x,99,N/A,N/A,12.13%,3,25.77x,76,17.75x,97,0.45%,35,86.59%,97,16.12x,99,4.51x,0,5.83x,97,19.33%,77,Buy (1.55),87,39.93%,100,20.10%,99,2.85%,93
UDR,"UDR, Inc.",STOCK,33.99,0.16x,0,4.97x,45,144.73x,29,5.04%,95,59.19%,100,17.64x,49,57.57x,0,0.44%,35,108.14%,100,30.57x,0,8.17x,0,3.49x,1,21.60%,86,Buy (2.45),52,9.38%,23,1.50%,26,7.20%,64
UHS,"Universal Health Services, Inc.",STOCK,76.17,1.05x,15,3.17x,81,69.73x,95,0.45%,8,15.05%,28,6.17x,100,7.02x,98,5.54%,64,97.11%,99,7.77x,99,N/A,N/A,1.51x,90,8.57%,34,Buy (2.32),59,21.33%,97,9.10%,77,4.81%,84
ULTA,"Ulta Beauty, Inc.",STOCK,67.25,1.41x,52,2.53x,88,77.83x,90,N/A,N/A,14.79%,18,13.79x,81,17.07x,87,0.43%,35,101.84%,99,21.06x,87,1.86x,15,8.50x,0,9.31%,37,Buy (1.93),76,43.59%,100,11.80%,88,4.70%,85
UNH,UnitedHealth Group Incorporated,STOCK,53.00,0.80x,5,1.68x,94,73.98x,92,2.49%,50,4.77%,1,17.28x,46,17.12x,87,0.81%,37,83.96%,97,26.81x,37,1.24x,67,3.41x,35,2.68%,11,Buy (1.68),83,12.18%,47,2.00%,29,1.86%,95
UNP,Union Pacific Corporation,STOCK,56.85,0.92x,9,9.66x,1,162.25x,17,2.05%,37,50.96%,100,15.11x,72,19.67x,79,0.12%,33,88.92%,98,22.13x,85,3.03x,0,8.64x,0,29.20%,100,Buy (1.79),80,40.69%,100,3.20%,37,4.97%,83
UPS,"United Parcel Service, Inc.",STOCK,56.41,1.22x,29,2.61x,87,175.88x,11,6.06%,99,13.77%,14,9.39x,96,13.68x,93,0.02%,33,69.56%,87,16.50x,94,1.64x,29,5.66x,2,6.29%,25,Buy (2.24),62,33.77%,100,-3.20%,8,2.20%,95
URI,"United Rentals, Inc.",STOCK,63.28,0.80x,5,3.55x,75,167.47x,15,0.82%,12,27.79%,91,16.49x,60,17.89x,85,0.62%,36,93.57%,99,24.51x,79,1.60x,32,6.75x,0,15.32%,61,Buy (1.71),82,28.24%,100,7.20%,66,3.29%,91
USB,U.S. Bancorp,STOCK,66.82,N/A,N/A,0.00x,99,N/A,N/A,3.68%,80,0.00%,0,N/A,N/A,9.94x,97,0.13%,33,82.96%,96,11.73x,84,1.90x,14,1.49x,86,29.29%,100,Buy (2.05),71,12.35%,80,4.60%,47,0.00%,98
V,Visa Inc.,STOCK,62.42,1.11x,19,3.34x,78,54.61x,100,0.87%,13,70.03%,100,20.55x,23,21.28x,73,0.59%,35,90.56%,98,29.08x,0,1.69x,26,15.46x,0,50.23%,100,Strong Buy (1.33),91,53.95%,100,14.60%,94,1.39%,96
VICI,VICI Properties Inc.,STOCK,78.76,17.23x,100,3.11x,82,62.68x,98,6.27%,99,91.14%,100,13.13x,85,9.64x,97,0.29%,34,99.52%,99,10.90x,97,N/A,N/A,1.09x,94,69.28%,100,Buy (1.79),80,10.22%,29,3.80%,41,2.86%,93
VLO,Valero Energy Corporation,STOCK,33.19,1.65x,77,2.07x,92,43.99x,99,2.01%,36,6.55%,2,10.68x,14,12.89x,20,0.58%,35,87.96%,98,31.43x,0,4.08x,0,3.00x,50,2.02%,8,Buy (2.26),61,8.30%,16,-2.10%,11,3.41%,91
VLTO,Veralto Corporation,STOCK,63.17,1.67x,79,1.91x,93,92.69x,78,0.60%,10,24.66%,80,16.54x,59,19.09x,81,0.19%,33,98.71%,99,23.18x,83,3.29x,0,6.97x,0,17.08%,68,Buy (1.95),75,36.50%,100,3.80%,41,1.79%,95
VMC,Vulcan Materials Company,STOCK,45.22,2.69x,100,3.97x,67,57.78x,99,0.71%,3,29.11%,83,18.53x,1,27.29x,43,0.30%,34,97.54%,99,35.70x,0,3.14x,0,4.46x,10,13.56%,54,Buy (1.73),82,12.97%,55,3.20%,37,4.52%,86
VRSK,"Verisk Analytics, Inc.",STOCK,60.01,1.20x,27,3.66x,73,1581.80x,0,1.14%,17,48.33%,100,18.08x,44,20.37x,77,0.29%,34,102.97%,99,27.03x,72,1.74x,22,78.33x,0,29.56%,100,Buy (2.26),61,437.95%,100,N/A,N/A,6.07%,75
VRSN,"VeriSign, Inc.",STOCK,71.30,0.46x,1,1.92x,93,N/A,N/A,1.21%,18,69.64%,100,21.86x,86,25.15x,87,10.57%,91,90.91%,98,29.57x,90,2.89x,0,-11.03x,100,49.96%,100,Buy (2.00),73,N/A,N/A,6.60%,62,1.90%,95
VRT,Vertiv Holdings Co,STOCK,54.24,1.49x,61,1.42x,95,76.91x,90,0.08%,5,21.98%,64,52.29x,0,37.44x,8,0.37%,34,80.32%,95,81.22x,0,1.62x,31,31.29x,0,14.37%,57,Buy (1.62),85,45.10%,100,30.10%,100,3.50%,91
VRTX,Vertex Pharmaceuticals Incorporated,STOCK,64.17,2.90x,100,3.20x,80,10.91x,81,N/A,N/A,40.55%,100,21.30x,7,19.59x,79,0.21%,33,97.21%,99,27.77x,31,2.10x,7,5.80x,2,32.94%,100,Buy (1.62),85,22.54%,98,9.50%,79,1.92%,95
VST,Vistra Corp.,STOCK,56.09,0.78x,4,2.79x,86,399.55x,0,0.55%,9,29.47%,46,14.97x,51,14.95x,91,0.80%,36,92.70%,99,76.41x,0,1.41x,50,21.49x,0,5.32%,21,Strong Buy (1.40),90,17.66%,88,13.60%,93,3.84%,89
VTR,"Ventas, Inc.",STOCK,41.48,0.34x,1,5.97x,25,102.00x,69,2.46%,49,38.04%,100,24.01x,7,88.54x,0,0.54%,35,105.61%,100,156.85x,0,N/A,N/A,3.21x,3,4.32%,17,Buy (1.52),87,2.17%,2,21.40%,99,4.65%,85
VTRS,Viatris Inc.,STOCK,63.82,1.38x,48,3.99x,67,99.91x,71,3.24%,71,27.68%,98,7.64x,100,5.56x,99,0.45%,35,85.94%,97,N/A,N/A,0.15x,66,1.16x,94,-24.58%,0,Buy (2.09),69,-21.08%,0,5.00%,50,3.04%,92
VZ,Verizon Communications Inc.,STOCK,70.11,0.91x,8,3.19x,80,174.78x,12,6.10%,99,36.18%,99,7.25x,98,9.00x,97,0.05%,33,69.34%,87,11.49x,97,1.14x,76,1.90x,83,12.43%,50,Buy (2.24),62,17.07%,86,2.00%,29,2.15%,95
WAB,Westinghouse Air Brake Technologies Corporation,STOCK,58.59,1.02x,14,2.45x,89,62.03x,98,0.40%,8,21.90%,64,20.55x,23,22.04x,70,0.73%,36,96.33%,99,37.74x,29,1.37x,54,4.09x,17,10.52%,42,Strong Buy (1.45),89,11.31%,38,13.00%,91,1.89%,95
WAT,Waters Corporation,STOCK,63.51,1.73x,84,3.89x,69,60.28x,99,N/A,N/A,34.56%,100,27.76x,0,18.35x,83,0.11%,33,63.08%,78,27.86x,30,1.35x,56,6.97x,0,20.30%,81,Buy (1.95),74,29.28%,100,6.80%,63,3.80%,89
WBD,"Warner Bros. Discovery, Inc.",STOCK,40.05,1.06x,16,2.31x,90,98.91x,72,N/A,N/A,19.74%,48,13.57x,82,-1608.88x,100,4.21%,56,72.77%,90,92.48x,0,216.92x,0,1.85x,84,1.95%,8,Hold (3.14),22,2.08%,2,-5.70%,4,2.68%,93
WDAY,"Workday, Inc.",STOCK,66.38,1.32x,41,3.90x,68,48.96x,100,N/A,N/A,14.35%,4,20.91x,88,9.47x,99,2.23%,44,97.06%,99,45.49x,38,0.46x,92,3.91x,97,7.26%,29,Buy (1.93),75,8.23%,16,14.50%,94,9.23%,42
WDC,Western Digital Corporation,STOCK,77.69,1.46x,57,3.07x,82,65.44x,97,0.12%,6,31.27%,71,40.77x,20,28.06x,80,0.54%,35,102.95%,99,37.88x,69,0.81x,98,19.16x,87,35.64%,100,Buy (1.52),87,41.13%,100,25.20%,100,8.92%,45
WEC,"WEC Energy Group, Inc.",STOCK,56.58,0.59x,2,7.99x,5,159.33x,76,3.31%,72,39.47%,94,15.59x,41,19.18x,81,0.15%,33,84.50%,97,23.93x,81,2.54x,1,2.75x,59,15.89%,64,Buy (2.35),57,11.58%,41,11.10%,86,5.17%,82
WELL,Welltower Inc.,STOCK,42.50,1.70x,81,5.79x,28,49.49x,100,1.41%,22,24.59%,79,61.53x,0,63.83x,0,0.07%,33,98.72%,99,147.89x,0,3.66x,10,3.47x,1,8.64%,35,Buy (1.65),84,2.54%,2,41.30%,100,2.76%,93
WFC,Wells Fargo & Company,STOCK,70.70,N/A,N/A,0.00x,99,N/A,N/A,2.23%,42,0.00%,0,N/A,N/A,10.22x,97,0.10%,33,79.67%,95,12.45x,76,1.41x,50,1.51x,85,26.74%,100,Buy (1.88),77,12.03%,77,5.70%,55,0.00%,98
WM,"Waste Management, Inc.",STOCK,54.82,0.89x,8,3.41x,77,239.38x,1,1.51%,24,29.99%,95,15.21x,71,24.24x,59,0.25%,34,83.58%,96,33.76x,45,2.34x,2,9.12x,0,10.74%,43,Buy (1.75),81,29.70%,100,7.10%,65,1.54%,96
WMB,"The Williams Companies, Inc.",STOCK,45.54,0.53x,1,2.81x,85,197.03x,5,2.93%,62,57.29%,100,17.59x,0,27.56x,0,0.45%,35,88.83%,98,33.46x,0,2.42x,2,6.85x,0,22.13%,89,Buy (1.56),86,18.55%,92,8.70%,75,1.59%,96
WMT,Walmart Inc.,STOCK,33.05,0.79x,5,3.66x,73,64.44x,97,0.78%,12,6.17%,2,24.56x,0,38.87x,6,44.94%,1,38.77%,25,46.74x,0,4.87x,0,10.21x,0,3.07%,12,Strong Buy (1.46),88,21.85%,98,5.60%,54,1.56%,96
WRB,W. R. Berkley Corporation,STOCK,56.09,N/A,N/A,0.00x,99,31.92x,96,0.54%,9,17.46%,32,9.26x,96,13.74x,93,25.08%,60,76.33%,93,14.03x,50,3.87x,0,2.57x,32,12.64%,51,Hold (3.11),23,N/A,N/A,4.00%,43,0.00%,98
WSM,"Williams-Sonoma, Inc.",STOCK,54.17,1.39x,49,4.92x,46,69.96x,95,1.58%,25,21.12%,58,14.13x,79,18.93x,82,1.18%,39,97.84%,99,21.75x,86,2.57x,1,10.95x,0,13.94%,56,Buy (2.27),61,51.52%,100,-4.30%,6,7.93%,56
WST,"West Pharmaceutical Services, Inc.",STOCK,54.99,2.71x,100,3.18x,81,10.73x,81,0.29%,7,27.01%,98,24.31x,1,31.63x,23,0.64%,36,99.21%,99,40.46x,1,3.73x,0,6.85x,0,16.85%,67,Buy (1.53),87,19.13%,93,21.00%,99,4.38%,87
WTW,Willis Towers Watson Public Limited Company,STOCK,59.67,1.21x,28,3.72x,72,85.75x,84,1.33%,20,27.06%,89,11.87x,90,12.92x,94,0.26%,34,101.42%,99,17.79x,6,1.27x,64,3.45x,6,16.53%,66,Buy (1.86),78,20.08%,100,-3.30%,8,2.51%,94
WY,Weyerhaeuser Company,STOCK,38.20,1.29x,37,4.30x,60,60.69x,98,3.36%,73,10.22%,5,32.99x,0,36.81x,9,0.36%,34,92.48%,98,55.60x,0,1.86x,94,1.91x,56,4.69%,19,Buy (1.75),81,3.38%,3,-9.80%,1,3.24%,92
WYNN,"Wynn Resorts, Limited",STOCK,64.39,1.63x,76,5.42x,35,N/A,N/A,0.95%,14,24.51%,79,11.61x,91,18.34x,83,27.14%,48,68.73%,86,33.60x,45,0.70x,100,-39.25x,100,4.59%,18,Strong Buy (1.21),93,N/A,N/A,1.50%,26,9.16%,43
XEL,Xcel Energy Inc.,STOCK,61.59,0.71x,3,6.40x,18,152.83x,80,2.98%,64,40.77%,96,14.27x,61,17.54x,86,0.20%,33,92.64%,99,23.22x,83,2.23x,4,2.10x,79,13.76%,55,Strong Buy (1.42),89,9.36%,23,14.10%,94,5.08%,82
XOM,Exxon Mobil Corporation,STOCK,39.70,1.15x,23,1.69x,94,18.94x,87,2.78%,58,18.33%,38,11.19x,9,14.60x,7,0.09%,33,67.60%,85,22.12x,2,1.37x,54,2.39x,71,8.90%,36,Buy (2.36),57,11.08%,36,-1.30%,14,1.16%,97
XYL,Xylem Inc.,STOCK,58.31,1.62x,75,2.49x,89,21.07x,89,1.39%,21,20.96%,57,16.52x,59,20.37x,77,0.32%,34,97.41%,99,31.51x,54,1.76x,21,2.62x,64,10.59%,42,Buy (1.96),74,8.40%,17,6.30%,59,2.81%,93
XYZ,"Block, Inc.",STOCK,68.67,2.20x,98,3.62x,74,40.44x,99,N/A,N/A,8.56%,1,21.46x,86,14.85x,98,1.40%,40,83.27%,96,33.94x,81,0.81x,98,1.93x,98,5.40%,22,Buy (1.60),85,6.01%,7,3.60%,40,4.06%,88
YUM,"Yum! Brands, Inc.",STOCK,60.83,1.35x,43,4.18x,63,N/A,N/A,1.93%,34,35.43%,99,19.03x,35,20.77x,75,0.17%,33,89.39%,98,27.96x,68,1.97x,11,-5.87x,100,18.98%,76,Buy (2.24),62,N/A,N/A,6.50%,61,2.78%,93
ZBH,"Zimmer Biomet Holdings, Inc.",STOCK,69.62,1.98x,95,5.11x,42,61.97x,98,1.04%,15,30.31%,99,10.17x,98,10.30x,96,0.20%,33,104.93%,100,26.08x,42,0.63x,99,1.43x,91,8.57%,34,Hold (2.63),44,5.60%,6,10.90%,85,6.84%,68
ZBRA,Zebra Technologies Corporation,STOCK,73.92,0.97x,11,3.18x,81,75.17x,92,N/A,N/A,18.25%,10,13.65x,96,11.02x,99,0.83%,37,99.96%,99,27.02x,93,0.48x,93,3.05x,98,7.76%,31,Buy (1.78),80,11.68%,42,10.60%,84,5.34%,81
ZS,"Zscaler, Inc.",STOCK,59.87,1.90x,92,3.53x,75,85.00x,84,N/A,N/A,-2.27%,0,-292.82x,100,29.23x,76,35.19%,13,58.27%,69,N/A,N/A,1.46x,45,9.81x,95,-2.25%,0,Buy (1.52),87,-3.56%,0,25.90%,100,10.08%,33
ZTS,Zoetis Inc.,STOCK,66.34,3.03x,100,3.69x,72,279.59x,0,1.80%,30,42.95%,100,13.96x,86,15.57x,90,0.15%,33,100.76%,99,19.58x,83,1.89x,14,15.04x,0,28.23%,100,Buy (1.95),75,65.99%,100,3.00%,36,3.63%,90
